shell_script,pattern_type,object_type,schema,object_name,sub_object,is_parameterized,param_position,table_references,static_sql,remote_script,notes
EDP_EDW_PACS_GRP_LOAD_MERGE_UPDATE_FCT_RPT_CLAIM_SUMMARY_R.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_MERGE_UPDATE_FCT_RPT_CLAIM_SUMMARY_R,,False,,,,,This shell script merge reinsurance columns in                                                                               FCT_RPT_CLAIM_SUMMARY_R
edp_grp_daily_edw_extract.sh,SSH_REMOTE,REMOTE_SCRIPT,,rsli_group_daily_dlToEDW.sh,,True,"$1,$2,...",,,/u01/app/oracle/tools/home/oracle/bin/tidal/datalake/group/dl_edw/rsli_group_daily_dlToEDW.sh,
edp_grp_edw_extract.sh,SSH_REMOTE,REMOTE_SCRIPT,,rsli_group_dlToEDW.sh,,True,"$1,$2,...",,,/u01/app/oracle/tools/home/oracle/bin/tidal/datalake/group/dl_edw/rsli_group_dlToEDW.sh,
edp_grp_plsql_difw_job_srcsys.sh,EXECUTE_IMMEDIATE_DYNAMIC,PACKAGE,ATOMIC,$v_pkg_name_r (from TIDAL param $1),main,True,$1,,,,"This shell script load the data using package PKG_GRP_LOAD_DIFW.
Change log:"
edp_grp_plsql_difw_job_srcsys_gen_ref.sh,EXECUTE_IMMEDIATE_DYNAMIC,PACKAGE,ATOMIC,$v_pkg_name_r (from TIDAL param $1),main,True,$1,,,,"This shell script load the data using package PKG_GRP_LOAD_DIFW.
Change log:"
edp_grp_plsql_difw_job_srcsys_plsql.sh,EXECUTE_IMMEDIATE_DYNAMIC,PACKAGE,ATOMIC_PLSQL,$v_pkg_name_r (from TIDAL param $1),main,True,$1,,,,"This shell script load the data using package PKG_GRP_LOAD_DIFW.
Change log:"
edp_grp_reserve_kpi_job_scheduler.sh,NO_SQL,NO_SQL,,,,False,,,,,No recognized SQL pattern. Desc: This shell script schedules the reserve kpi job with correct dependency based on mon-fri or sat and monthend + 1. DB objects: 
edp_grp_reserve_kpi_job_scheduler_monthend.sh,NO_SQL,NO_SQL,,,,False,,,,,No recognized SQL pattern. Desc: This shell script schedules the reserve kpi job with correct dependency based on mon-fri or sat and monthend + 1. DB objects: 
edp_grp_tpa_reserve_files_Prev_month_load.sh,EXECUTE_IMMEDIATE_DYNAMIC,PACKAGE,ATOMIC,$v_pkg_name_r (from TIDAL param $1),main,True,$1,,,,"This shell script load the data using package to load TPA Reserve Files.
Change log:"
edw_control_source_to_date.sh,EXECUTE_IMMEDIATE_STATIC,PROCEDURE,ATOMIC,PRC_GRP_AUDIT_CONTROL_PROCESS,,True,"$1,$2,$3,$4",,,,
edw_cv_grp_load_fct_claim_payment_detail_r_expense_cv.sh,DIRECT_PKG_PROC_CALL,PACKAGE,ATOMIC,PKG_GRP_FULLLOAD_FCT_CLAIM_PAYMENT_DETAIL_R,PRC_FULLLOAD_FCT_CLAIM_PMT_DET_R,False,,FCT_CLAIM_PAYMENT_DETAIL_EXPENSE_R; IN_TYPE:CV_EXPENSE,,,"This shell script performs the below steps after accepting the batchid,loadrunid,type as a parameter: a) Calls procedure PRC_FULLLOAD_FCT_CLAIM_PMT_DET_R to reload requested EXPENSE data in the FCT_CLAIM_PAYMENT_DETAIL_EXPENSE_R"
edw_edp_load_experience_rating_inc.sh,DIRECT_PKG_PROC_CALL,PACKAGE,EXT_EIS,PKG_EXPERIENCE_RATING_STATIC_INC,MAIN,False,,,,,
edw_edp_load_experience_rating_STD_inc.sh,DIRECT_PKG_PROC_CALL,PACKAGE,EXT_EIS,PKG_EXPERIENCE_RATING_STATIC_STD_INC,MAIN,False,,,,,
edw_edp_load_experience_rating_STD_inc_test.sh,UNKNOWN,UNKNOWN,,,,False,,,,,No recognized SQL pattern. Desc: . DB objects: # Created on            -       MAY/2025
edw_grp_aps_load_fct_agent_commission_summary.sh,DIRECT_PKG_PROC_CALL,PACKAGE,ATOMIC,PKG_GRP_LOAD_FCT_AGENT_COMMISSION_SUMMARY,PRC_GRP_LOAD_FCT_AGENT_COMMISSION_SUMMARY,False,,FCT_AGENT_COMMISSION_SUMMARY,,,
edw_grp_aps_load_fct_grp_agent_policy_r_lookup_2.sh,DIRECT_PKG_PROC_CALL,PACKAGE,ATOMIC,PKG_LOAD_GRP_TABLES,PRC_LOAD_FCT_GRP_AGENT_POLICY_R_LOOKUP,False,,FCT_GRP_AGENT_POLICY_R_LOOKUP,,,"This shell script performs the below steps after accepting the batchid,loadrunid,type as a parameter: a) Calls procedure atomic.PKG_LOAD_GRP_TABLES.PRC_LOAD_FCT_GRP_AGENT_POLICY_R_LOOKUP to reload data in the  FCT_GRP_AGENT_POLICY_R_LOOKUP"
edw_grp_aps_truncate_fct_grp_agent_policy_r_lookup.sh,TRUNCATE_TABLE,TABLE,ATOMIC,FCT_GRP_AGENT_POLICY_R_LOOKUP,TRUNCATE,False,,,,,This shell script truncates the table FCT_GRP_AGENT_POLICY_R_LOOKUP
edw_grp_aps_upd_fct_grp_agent_policy_r.sh,UPDATE_TABLE,TABLE,ATOMIC,FCT_GRP_AGENT_POLICY_R,UPDATE,False,,,,,This shell script performs the below steps Updates Column N_POLICY_SK_R in FCT_GRP_AGENT_POLICY_R after completion of APS cycle
edw_grp_claim_summary_incr.sh,DIRECT_PKG_PROC_CALL,PACKAGE,ATOMIC,PKG_GRP_LOAD_FCT_RPT_CLAIM_SUMMARY_R_INCR_HPC_5,PRC_GRP_LOAD_CLAIM_SUMMARY_DATA,False,,FCT_RPT_CLAIM_SUMMARY_R_TEST10,,,This shell script truncates and reloads the table claim_activity_date_mv_tbl
edw_grp_claim_summary_intermediate_mv.sh,MV_REFRESH,MATERIALIZED_VIEW,,(from TIDAL param $1),DBMS_MVIEW.REFRESH,True,$1,,,,This shell script refresh CLAIM_SUMMARY_INTERMEDIATE_MV
edw_grp_create_bkp_dim_tables.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRCS_CREATE_DIM_BKP_TABLES,,False,,FCT_RPT_EOI_HISTORY_R,,,This shell script drop dim bkp tables and creates bkp tables using actual dim  tables
edw_grp_create_bkp_fct_tables.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRCS_CREATE_FCT_BKP_TABLES,,False,,FCT_RPT_EOI_HISTORY_R,,,This shell script fct drop bkp tables and creates fct bkp tables using fct actual tables
edw_grp_create_bkp_stg_ref_tables.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRCS_CREATE_STG_REF_MV_BKP_TABLES,,False,,FCT_RPT_EOI_HISTORY_R,,,This shell script drop stg_ref bkp tables and creates bkp tables using actual dim  tables
edw_grp_create_bkp_tables.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRCS_CREATEBKP_TABLES,,False,,FCT_RPT_EOI_HISTORY_R,,,This shell script drop bkp tables and creates bkp tables using actual tables
edw_grp_delete_load_reinsurer_prem_pct_ltd_tbl.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_STG_REINSURER_PREM_PCT_R_LTD,,False,,STG_GRP_REINSURER_PREM_PCT_R,,,"This shell script deletes and reloads the table STG_GRP_REINSURER_PREM_PCT_R
Change log:"
edw_grp_delete_load_reinsurer_prem_pct_non_ltd_tbl.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_STG_REINSURER_PREM_PCT_R_NON_LTD,,False,,STG_GRP_REINSURER_PREM_PCT_R,,,"This shell script deletes and reloads the table STG_GRP_REINSURER_PREM_PCT_R
Change log:"
edw_grp_dim_claim_prior_status_r_daily_activity.sh,STATIC_SQL,INSERT_SELECT,,DIM_GRP_CLAIM_PRIOR_STATUS_R_DAILY_ACTIVITY,,False,,DIM_GRP_CLAIM_PRIOR_STATUS_R_DAILY_ACTIVITY_VW,"INSERT /*+APPEND*/ INTO DIM_GRP_CLAIM_PRIOR_STATUS_R_DAILY_ACTIVITY
SELECT * FROM DIM_GRP_CLAIM_PRIOR_STATUS_R_DAILY_ACTIVITY_VW;",,INSERT INTO DIM_GRP_CLAIM_PRIOR_STATUS_R_DAILY_ACTIVITY SELECT FROM DIM_GRP_CLAIM_PRIOR_STATUS_R_DAILY_ACTIVITY_VW
edw_grp_dim_employee_r.sh,DIRECT_PKG_PROC_CALL,PACKAGE,ATOMIC,PKG_LOAD_GRP_TABLES,PRC_LOAD_DIM_EMPLOYEE_R,False,,DIM_EMPLOYEE_R,,,"This shell script performs the below steps after accepting the batchid,loadrunid,type as a parameter: a) Calls procedure atomic.PKG_LOAD_GRP_TABLES.PRC_LOAD_DIM_EMPLOYEE_R to reload data in the DIM_EMPLOYEE_R"
edw_grp_gather_tbl_idx_stats.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_GATHER_TABLE_IDX_STATS,,False,,,,,This shell script calls procedure to gather given table stats along with the corresponding indexes stats.
edw_grp_load_adhoc_prc_exe_daily.sh,EXECUTE_IMMEDIATE_DYNAMIC,PROCEDURE,ATOMIC,$v_prc_name_r (from TIDAL param $1),,True,$1,,,,This shell script load the data using adhoc procedure for Reserve Fields.
edw_grp_load_adhoc_prc_exe_monthend.sh,EXECUTE_IMMEDIATE_DYNAMIC,PROCEDURE,ATOMIC,$v_prc_name_r (from TIDAL param $1),,True,$1,,,,This shell script load the data using adhoc procedure to load TPA Reserve Files.
edw_grp_load_bill_group_master_r_tbl.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_BILL_GROUP_MASTER_R,,False,,BILL_GROUP_MASTER_R,,,"This shell script loads data into BILL_GROUP_MASTER_R
Change log:"
edw_grp_load_bill_group_master_r_tmp.sh,NO_SQL,NO_SQL,,,,False,,,,,No recognized SQL pattern. Desc: . DB objects: 
edw_grp_load_claim_summary_intermediate_mv_tbl.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_LOAD_CLAIM_SUMMARY_INTERMEDIATE_MV_TBL,,False,,,,,This shell script truncates and reloads the tables related to CLAIM_SUMMARY_INTERMEDIATE_MV_TBL
edw_grp_load_dim_grp_billing_pol_billgrp_r_mgis_tbl.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_DIM_GRP_BILLING_POL_BILLGRP_R_MGIS,,False,,DIM_GRP_BILLING_POL_BILLGRP_R,,,This shell script loads  data into DIM_GRP_BILLING_POL_BILLGRP_R
edw_grp_load_dim_load_time_r.sh,DIRECT_PKG_PROC_CALL,PACKAGE,ATOMIC,PKG_LOAD_GRP_TABLES,PRC_LOAD_DIM_TIME_R,False,,DIM_TIME_R,,,"This shell script performs the below steps after accepting the batchid,loadrunid,newyear as a parameter: a) Calls procedure atomic.PKG_LOAD_GRP_TABLES.PRC_LOAD_DIM_TIME_R to reload data in the DIM_TIME_R"
edw_grp_load_dq_check.sh,DIRECT_PKG_PROC_CALL,PACKAGE,ATOMIC,PKG_GRP_DQ_CHECK,PRC_RUN_DQ_CHECKS,False,,,,,This shell script calls the package PKG_GRP_DQ_CHECK.
edw_grp_load_fct_billing_policy_premium_r_mgis_tbl.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_BILLING_POLICY_PREMIUM_R_MGIS,,False,,FCT_BILLING_POLICY_PREMIUM_R,,,This shell script loads  data into FCT_BILLING_POLICY_PREMIUM_R
edw_grp_load_fct_billing_policy_suspense_r_posted.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_BILLING_POLICY_SUSPENSE_R_POSTED,,False,,FCT_BILLING_POLICY_SUSPENSE_R_POSTED,,,This shell script calls procedure PRC_GRP_LOAD_FCT_BILLING_POLICY_SUSPENSE_R_POSTED which inserts data into fct_billing_policy_suspense_r_posted
edw_grp_load_fct_billing_policy_suspense_r_posted_1.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_BILLING_POLICY_SUSPENSE_R_POSTED,,False,,FCT_BILLING_POLICY_SUSPENSE_R_POSTED,,,This shell script calls procedure PRC_GRP_LOAD_FCT_BILLING_POLICY_SUSPENSE_R_POSTED which inserts data into fct_billing_policy_suspense_r_posted
edw_grp_load_fct_grp_process_custom_r_mgis_tbl.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_GRP_PROCESS_CUSTOM_R_MGIS,,False,,FCT_GRP_PROCESS_CUSTOM_R,,,"This shell script merges data into FCT_GRP_POLICY_R
Change log:"
edw_grp_load_fct_grp_process_custom_r_mgis_tbl_bkp.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_MERGE_FCT_GRP_PROCESS_CUSTOM_R_MGIS,,False,,FCT_GRP_PROCESS_CUSTOM_R,,,This shell script loads  data into FCT_GRP_PROCESS_CUSTOM_R
edw_grp_load_fct_incurred_summary_r.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_INCURRED_SUMMARY_R,,False,,FCT_INCURRED_SUMMARY_R,,,"The tidal job associated to this shell script runs every day after the completion of the dependent jobs , checks current date is Fisc Month End Date +1 or the current Day is Saturday or not, of either of one case mathces then DB procedure edw_grp_load_fct_incurred_summary_r.sh deletes the current month data from the table fct_incurred_summary_r and inserts current month data into the table fct_incurred_summary_r"
edw_grp_load_fct_lg_recon_prc_exe_daily.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,$v_prc_name_r (from TIDAL param $1),,True,$1,,,,This shell script will do recon between fct_lg and RDM for Reserve Fields.
edw_grp_load_fct_lg_recon_prc_exe_monthend.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,$v_prc_name_r (from TIDAL param $1),,True,$1,,,,This shell script will do recon between fct_lg and RDM for Reserve Fields.
edw_grp_load_fct_lg_renewal_projctns_r.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_LG_RENEWAL_PROJCTNS_R,,False,,FCT_LG_RENEWAL_PROJCTNS_R,,,"The tidal job associated to this shell script runs every day after the completion of the dependent jobs , checks current date is Fisc Month End Date +1 or the current Day is Saturday or not, of either of one case mathces then DB procedure edw_grp_load_fct_lg_renewal_projctns_r.sh deletes the current month data from the table fct_lg_renewal_projctns_r and inserts current month data into the table fct_lg_renewal_projctns_r"
edw_grp_load_fct_lg_renewal_tracking_r.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_LG_RENEWAL_TRACKING_R,,False,,FCT_LG_RENEWAL_TRACKING_R,,,"The tidal job associated to this shell script runs every day after the completion of the dependent jobs , checks current date is Fisc Month End Date +1 or the current Day is Saturday or not, of either of one case mathces then DB procedure edw_grp_load_fct_lg_renewal_tracking_r.sh deletes the current month data from the table fct_lg_renewal_tracking_r and inserts current month data into the table fct_lg_renewal_tracking_r"
edw_grp_load_fct_lg_reserve_details_incr_ibnr_r.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_LG_RESERVE_DETAILS_R_INCR_IBNR,,False,,,,,This shell script truncates and reloads the tables related to fct_lg_reserve_details_r_tmp
edw_grp_load_fct_lg_reserve_details_incr_life_r.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_LG_RESERVE_DETAILS_R_INCR_LIFE,,False,,,,,This shell script truncates and reloads the tables related to fct_lg_reserve_details_r_tmp
edw_grp_load_fct_lg_reserve_details_incr_merge_ibnr_r.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_LG_RESERVE_DETAILS_R_INCR_MERGE_IBNR,,False,,,,,This shell script truncates and reloads the tables related to fct_lg_reserve_details_r_incr
edw_grp_load_fct_lg_reserve_details_incr_merge_life_r.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_LG_RESERVE_DETAILS_R_INCR_MERGE_LIFE,,False,,,,,This shell script truncates and reloads the tables related to fct_lg_reserve_details_r_incr
edw_grp_load_fct_lg_reserve_details_incr_waiver_r.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_LG_RESERVE_DETAILS_R_INCR_WAIVER,,False,,,,,This shell script truncates and reloads the tables related to fct_lg_reserve_details_r_tmp
edw_grp_load_fct_lg_reserve_details_premium_r.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_LG_RESERVE_DETAILS_R_INCR_PREMIUM,,False,,,,,This shell script truncates and reloads the tables related to fct_lg_reserve_details_r
edw_grp_load_fct_lg_reserve_details_r.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_LG_RESERVE_DETAILS_R,,False,,FCT_LG_RESERVE_DETAILS_R,,,"The tidal job associated to this shell script runs every day after the completion of the dependent jobs , checks current date is Fisc Month End Date +1 or the current Day is Saturday or not, of either of one case mathces then DB procedure edw_grp_load_fct_lg_reserve_details_r.sh deletes the current month data from the table fct_lg_reserve_details_r and inserts current month data into the table fct_lg_reserve_details_r"
edw_grp_load_fct_lg_reserve_details_r_incr.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_LG_RESERVE_DETAILS_R_INCR,,False,,FCT_LG_RESERVE_DETAILS_R,,,"The tidal job associated to this shell script runs every day after the completion of the dependent jobs , checks current dat e is Fisc Month End Date +1 or the current Day is Saturday or not, of either of one case mathces then DB procedure edw_grp_load_fct_lg_reserve_details_r_incr.sh  deletes the current month data from the table fct_lg_reserve_details_r and inserts current month data into the table fct_lg_reserve_details_r"
edw_grp_load_fct_lg_reserve_details_r_premium.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_LG_RESERVE_DETAILS_R_PREMIUM,,False,,FCT_LG_RESERVE_DETAILS_R,,,"The tidal job associated to this shell script runs every day after the completion of the dependent jobs , checks current date is Fisc Month End Date +1 or the current Day is Saturday or not, of either of one case mathces then DB procedure edw_grp_load_fct_lg_reserve_details_r_premium.sh deletes the current month data from the table fct_lg_reserve_details_r for reserve_type_ind = P and inserts current month data into the table fct_lg_reserve_details_r from legacy db."
edw_grp_load_fct_reopen_os_reserves_r.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_REOPEN_OS_RESERVE_R_INCR,,False,,,,,This shell script truncates and reloads the tables related to fct_reopen_os_reserves_r
edw_grp_load_fct_rpt_act_plr_summary_incr_r.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_RPT_ACT_PLR_SUMMARY_INCR_R,,False,,FCT_RPT_ACT_PLR_SUMMARY_R,,,This shell script is to load FCT_RPT_ACT_PLR_SUMMARY_R Table
edw_grp_load_fct_rpt_act_plr_summary_r.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_RPT_ACT_PLR_SUMMARY_R,,False,,FCT_RPT_ACT_PLR_SUMMARY_R,,,"The tidal job associate to this shell script runs every day after the completion of the dependent jobs , checks current date is Fisc Month End Date +1 or the current Day is Saturday or not, of either of one case mathces then DB procedure edw_grp_load_fct_rpt_act_plr_summary_r.sh will be called which takes backup of the table fct_rpt_act_plr_summary_r , truncates the table fct_rpt_act_plr_summary_r and loads the table fct_rpt_act_plr_summary_r"
edw_grp_load_fct_rpt_ann_prem_summary_r.sh,DIRECT_PKG_PROC_CALL,PACKAGE,ATOMIC,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,False,,FCT_RPT_ANN_PREM_SUMMARY_R,,,This shell script calls procedure PKG_GRP_ANN_PREM_SUMMARY_R_INC.PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC to load data in FCT_RPT_ANN_PREM_SUMMARY_R
edw_grp_load_fct_rpt_claim_summary.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_FCT_RPT_CLAIM_SUMMARY_R_DAILY,,False,,FCT_RPT_CLAIM_SUMMARY_R,,,"This shell script performs the below steps after accepting the batchid,loadrunid,type as a parameter: a) Calls procedure atomic.PRC_FCT_RPT_CLAIM_SUMMARY_R_daily to reload data in the FCT_RPT_CLAIM_SUMMARY_R"
edw_grp_load_fct_rpt_claim_summary_r_incr.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_RPT_CLAIM_SUMMARY_R_DATA_INCR,,False,,,,,This shell script truncates and reloads the tables related to FCT_RPT_CLAIM_SUMMARY_R_INCR
edw_grp_load_fct_rpt_cross_sell_summary_r.sh,DIRECT_PKG_MAIN_CALL,PACKAGE,ATOMIC,PKG_GRP_LOAD_FCT_RPT_CROSS_SELL_SUMMARY_R,main,False,,,,,This shell script calls the package PKG_GRP_LOAD_FCT_RPT_CROSS_SELL_SUMMARY_R.
edw_grp_load_fct_rpt_group_production_r_tbl.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_RPT_GROUP_PRODUCTION_R,,False,,FCT_RPT_GROUP_PRODUCTION_R,,,"This shell script loads  data into FCT_RPT_GROUP_PRODUCTION_R
Change log:"
edw_grp_load_fct_rpt_rate_history_r.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_RPT_RATE_HISTORY_R,,False,,FCT_RPT_RATE_HISTORY_R,,,"This shell script is to load data  into FCT_RPT_RATE_HISTORY_R
Change log:"
edw_grp_load_ibnr_merge_fct_incurred_summary_prev_r.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_INCURRED_SUMMARY_IBNR_PREV_MONTH_R,,False,,FCT_INCURRED_SUMMARY_R,,,This shell script Merge table FCT_INCURRED_SUMMARY_R using FCT_LG_RESERVE_DETAILS_R for Previous Month
edw_grp_load_ibnr_merge_fct_lg_reserve_detail_prev_r.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_LG_RESERVE_DETAILS_R_INCR_IBNR_PREV_MONTH,,False,,FCT_LG_RESERVE_DETAILS_R,,,This shell script is to load FCT_LG_RESERVE_DETAILS_R table for Previous Month
edw_grp_load_ibnr_merge_rpt_fct_incurred_summary_prev_r.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_RPT_FCT_INCURRED_SUMMARY_IBNR_PREV_MONTH_R,,False,,RPT_FCT_INCURRED_SUMMARY_R,,,This shell script Merge table RPT_FCT_INCURRED_SUMMARY_R using FCT_INCURRED_SUMMARY_R for Previous Month
edw_grp_load_inforce_cases_all_r_tbl.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_INFORCE_CASES_ALL_R,,False,,INFORCE_CASES_ALL_R,,,"This shell script loads data into INFROCE_CASES_ALL_R
Change log:"
edw_grp_load_paid_premium_r_tbl.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_PAID_PREMIUM_R,,False,,PAID_PREMIUM_R,,,"This shell script loads data into PAID_PREMIUM_R
Change log:"
edw_grp_load_reinsurance_claims_fct_merge_claim_tbl.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_MERGE_UPDATE_FCT_CLAIM_PAYMENT_REINS_R,,False,,FCT_CLAIM_PAYMENT_DETAIL_R,,,This shell script truncates and reloads the table STG_GRP_REINSURER_CLAIM_PCT_R
edw_grp_load_reinsurance_claims_fct_merge_reopen_reserve_tbl.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_MERGE_UPDATE_FCT_REOPEN_OS_RESERVE_R,,False,,FCT_REOPEN_OS_RESERVES_R,,,"This shell script truncates and reloads the table STG_GRP_REINSURER_CLAIM_PCT_R
Change log:"
edw_grp_load_reinsurance_claims_fct_merge_reserve_tbl.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_MERGE_UPDATE_FCT_LG_RESERVE_DETAILS_REINS_R,,False,,FCT_LG_RESERVE_DETAILS_R,,,This shell script truncates and reloads the table STG_GRP_REINSURER_CLAIM_PCT_R
edw_grp_load_reinsurance_ltd_paid_claims_vw.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_REFRESH_REINSURANCE_LTD_PAID_CLAIMS_VW,,False,,STG_GRP_REINSURER_CLAIM_PCT_R,,,"This shell script truncates and reloads the table STG_GRP_REINSURER_CLAIM_PCT_R
Change log:"
edw_grp_load_reinsurance_merge_fct_rpt_premium_summary_r.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_MERGE_UPDATE_FCT_RPT_PREMIUM_SUMMARY_R,,False,,FCT_RPT_PREMIUM_SUMMARY_R,,,This shell script truncates and reloads the table STG_GRP_REINSURER_PREM_PCT_R
edw_grp_load_reinsurance_merge_fct_rpt_premium_summary_r_gl.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_MERGE_UPDATE_FCT_RPT_PREMIUM_SUMMARY_R_GL,,False,,FCT_RPT_PREMIUM_SUMMARY_R,,,This shell script Merge table FCT_RPT_PREMIUM_SUMMARY_R using STG_GRP_REINSURER_PREM_PCT_R
edw_grp_load_reinsurance_merge_fct_rpt_premium_summary_r_ltd.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_MERGE_UPDATE_FCT_RPT_PREMIUM_SUMMARY_R_LTD,,False,,FCT_RPT_PREMIUM_SUMMARY_R,,,This shell script Merge table FCT_RPT_PREMIUM_SUMMARY_R using STG_GRP_REINSURER_PREM_PCT_R
edw_grp_load_reinsurance_merge_fct_rpt_premium_summary_r_non_gl.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_MERGE_UPDATE_FCT_RPT_PREMIUM_SUMMARY_R_NON_GL,,False,,FCT_RPT_PREMIUM_SUMMARY_R,,,This shell script Merge table FCT_RPT_PREMIUM_SUMMARY_R using STG_GRP_REINSURER_PREM_PCT_R
edw_grp_load_reinsurance_merge_fct_rpt_premium_summary_r_non_ltd.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_MERGE_UPDATE_FCT_RPT_PREMIUM_SUMMARY_R_NON_LTD,,False,,FCT_RPT_PREMIUM_SUMMARY_R,,,This shell script Merge table FCT_RPT_PREMIUM_SUMMARY_R using STG_GRP_REINSURER_PREM_PCT_R
edw_grp_load_reinsurance_prem_fct_merge_annprem_tbl.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_MERGE_UPDATE_VFCT_RPT_ANN_PREM_SUMMARY_R,,False,,FCT_RPT_ANN_PREM_SUMMARY_R,,,"This shell script truncates and reloads the table STG_GRP_REINSURER_CLAIM_PCT_R
Change log:"
edw_grp_load_renewal_projctns_incr.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_LG_RENEWAL_PROJCTNS_R_INCR,,False,,FCT_LG_RENEWAL_PROJCTNS_R_FDMTEST,,,"This shell script truncates and reloads the table STG_GRP_REINSURER_CLAIM_PCT_R
Change log:"
edw_grp_load_renewal_tracking_incr.sh,DIRECT_PROC_CALL,PROCEDURE,ATOMIC,PRC_GRP_LOAD_FCT_LG_RENEWAL_TRACKING_R_INCR,,False,,FCT_LG_RENEWAL_TRACKING_R_FDM_TEST,,,"This shell script truncates and reloads the table fct_lg_renewal_tracking_r
Change log:"
